prkplceNo,prkplceNm,prkplceSe,prkplceType,rdnmadr,lnmadr,prkcmprt,feedingSe,enforceSe,operDay,weekdayOperOpenHhmm,weekdayOperColseHhmm,satOperOperOpenHhmm,satOperCloseHhmm,holidayOperOpenHhmm,holidayCloseOpenHhmm,parkingchrgeInfo,basicTime,basicCharge,addUnitTime,addUnitCharge,dayCmmtktAdjTime,dayCmmtkt,monthCmmtkt,metpay,spcmnt,institutionNm,phoneNumber,latitude,longitude,pwdbsPpkZoneYn,referenceDate,insttCode,insttNm
136-1-002002,우암양달로 주거지주차장,공영,노상,,부산광역시 남구 우암동 181-498,12,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0,40000,,,,,40000,고지서+카드결제+자동이체,,우암동 청년회,051-607-6866,35.12617922,129.0721521,N,2026-04-15,3310000,부산광역시 남구
136-2-000011,용호로232번길 공영주차장,공영,노외,,부산광역시 남구 용호동 536-1,28,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0,40000,,,,,40000,고지서+카드결제+자동이체,,용호4동 주민자치위원회,051-607-6782,35.1136905,129.1090257,N,2026-04-15,3310000,부산광역시 남구
136-1-000011,효성택시 진입로,공영,노상,부산광역시 남구 진남로188번길 13,부산광역시 남구 문현동 86-7,11,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0,40000,,,,,40000,고지서+카드결제+자동이체,,문현1동주민자치위원회,051-607-6906,35.14343606,129.0784764,N,2026-04-15,3310000,부산광역시 남구
136-2-000005,진남로232번길 공영주차장,공영,노외,,부산광역시 남구 문현동 53-11,28,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0,40000,,,,,40000,고지서+카드결제+자동이체,,문현1동주민자치위원회,051-607-6906,35.14579738,129.0767795,N,2026-04-15,3310000,부산광역시 남구
136-2-002007,문현1동 제2공영주차장,공영,노외,,부산광역시 남구 문현동 54-59,36,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0,40000,,,,,40000,고지서+카드결제+자동이체,,문현1동주민자치위원회,051-607-6906,35.14510729,129.0764783,Y,2026-04-15,3310000,부산광역시 남구
136-2-002011,문현1동 제3공영주차장,공영,노외,,부산광역시 남구 문현동 125-7,14,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0,40000,,,,,40000,고지서+카드결제+자동이체,,문현1동주민자치위원회,051-607-6906,35.14360716,129.0724354,N,2026-04-15,3310000,부산광역시 남구
136-1-001424,성동중학교 담장 주변,공영,노상,,부산광역시 남구 문현동 791-1,17,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0,40000,,,,,40000,고지서+카드결제+자동이체,,문현2동 주민자치위원회,051-607-6922,35.14135678,129.065057,N,2026-04-15,3310000,부산광역시 남구
136-1-000004,E-마트 담벽 주변,공영,노상,부산광역시 남구 전포대로91번길 47,부산광역시 남구 문현동 751,18,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0,40000,,,,,40000,고지서+카드결제+자동이체,,문현2동 주민자치위원회,051-607-6922,35.1443054,129.0642386,N,2026-04-15,3310000,부산광역시 남구
136-2-000005,수영로69번길 공영주차장,공영,노외,,부산광역시 남구 문현동 262-2,16,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0,40000,,,,,40000,고지서+카드결제+자동이체,,문현3동 새마을지도자협의회,051-607-6951,35.13664128,129.0769611,N,2026-04-15,3310000,부산광역시 남구
136-1-001569,수영로39번길(번영로 아래),공영,노상,,부산광역시 남구 문현동 231-8,121,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0,40000,,,,,40000,고지서+카드결제+자동이체,,문현3동 주민자치위원회,051-607-6951,35.13755761,129.0743417,N,2026-04-15,3310000,부산광역시 남구
136-2-001239,구거복개지,공영,노외,,부산광역시 남구 문현동 837-1,27,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0,40000,,,,,40000,고지서+카드결제+자동이체,,문현4동 새마을지도자협의회,051-607-6962,35.13588156,129.0680648,N,2026-04-15,3310000,부산광역시 남구
136-1-001262,현대오일뱅크주유소 옆,공영,노상,,부산광역시 남구 문현동 854-18,29,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0,40000,,,,,40000,고지서+카드결제+자동이체,,문현4동 방위협의회,051-607-6962,35.1347774,129.0683264,N,2026-04-15,3310000,부산광역시 남구
136-1-001166,청호탕 주변,공영,노상,,부산광역시 남구 문현동 655-149,17,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0,40000,,,,,40000,고지서+카드결제+자동이체,,문현4동 바르게살기위원회,051-607-6962,35.13282338,129.0764345,N,2026-04-15,3310000,부산광역시 남구
136-1-001255,한일오피스텔주변,공영,노상,부산광역시 남구 지게골로 17,부산광역시 남구 문현동 838,51,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0,40000,,,,,40000,고지서+카드결제+자동이체,,문현4동 한국자유총연맹,051-607-6962,35.13578498,129.0690086,N,2026-04-15,3310000,부산광역시 남구
136-2-000007,이기대제1공영주차장,공영,노외,,부산광역시 남구 용호동 15-1,67,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0,300,,,,,160000,카드결제,,부산광역시 남구시설관리공단,051-601-3465,35.12558312,129.1184079,Y,2026-04-15,3310000,부산광역시 남구
136-2-000009,이기대제2공영주차장,공영,노외,,부산광역시 남구 용호동 15-15,67,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0,300,,,,,0,카드결제,,부산광역시 남구시설관리공단,051-601-3465,35.1249511164,129.1191215198,Y,2026-04-15,3310000,부산광역시 남구
136-2-000005,스카이워크공영주차장,공영,노외,,부산광역시 남구 용호동 950,42,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0,300,,,,,0,카드결제,,부산광역시 남구시설관리공단,051-601-3465,35.10248663,129.1223846,Y,2026-04-15,3310000,부산광역시 남구
136-1-000006,백운포체육공원앞공영주차장,공영,노상,,부산광역시 남구 용호동 895-5,121,4,미시행,평일+토요일+공휴일,00:00,18:00,00:00,15:00,00:00,23:59,유료,0,100,,,,,30000,카드결제,,부산광역시 남구시설관리공단,051-601-3465,35.10227327,129.1091912,Y,2026-04-15,3310000,부산광역시 남구
136-2-002008,오륙도수변공원 공영주차장,공영,노외,,부산광역시 남구 용호동 산 196-4,82,2,미시행,평일+토요일+공휴일,00:00,18:00,00:00,18:00,00:00,18:00,유료,0,300,,,,,0,카드결제,,부산광역시 남구시설관리공단,051-601-3465,35.09984817,129.1229845,Y,2026-04-15,3310000,부산광역시 남구
136-1-002003,뉴서울아파트주변,공영,노상,,부산광역시 남구 우암동 53-5,10,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0,40000,,,,,40000,고지서+카드결제+자동이체,,우암동 청년회,051-607-6866,35.12445436,129.0806891,N,2026-04-15,3310000,부산광역시 남구
136-1-000016,성암사 주변,공영,노상,,부산광역시 남구 문현동 71-6,21,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0,40000,,,,,40000,고지서+카드결제+자동이체,,문현1동주민자치위원회,051-607-6906,35.14566492,129.0786738,N,2026-04-15,3310000,부산광역시 남구
136-1-002001,제2주거지전용주차장,공영,노상,부산광역시 남구 유엔로157번길 57,부산광역시 남구 대연동 1735-1,17,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0,40000,,,,,40000,고지서+카드결제+자동이체,,대연1동 주민자치위원회,051-607-6604,35.1328152,129.0932175,N,2026-04-15,3310000,부산광역시 남구
136-1-000006,남천중 진입로,공영,노상,,부산광역시 남구 대연동 455-13,37,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0,40000,,,,,40000,고지서+카드결제+자동이체,,대연3동 주민자치위원회,051-607-6644,35.13693222,129.1050051,N,2026-04-15,3310000,부산광역시 남구
136-1-000008,대연성당 주변,공영,노상,,부산광역시 남구 대연동 67-33,8,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0,40000,,,,,40000,고지서+카드결제+자동이체,,대연3동 주민자치위원회,051-607-6644,35.13545514,129.0977949,N,2026-04-15,3310000,부산광역시 남구
136-1-000010,구)대연3동주민센터 주변,공영,노상,,부산광역시 남구 대연동 393-28,8,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0,40000,,,,,40000,고지서+카드결제+자동이체,,대연3동 주민자치위원회,051-607-6644,35.13451584,129.0996374,N,2026-04-15,3310000,부산광역시 남구
136-1-000001,대연천 구거복개지,공영,노상,,부산광역시 남구 대연동 1635-55,6,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0,40000,,,,,40000,고지서+카드결제+자동이체,,대연3동 주민자치위원회,051-607-6644,35.1291666,129.1053065,N,2026-04-15,3310000,부산광역시 남구
136-1-000012,수영로325번길(번영로 아래),공영,노상,,부산광역시 남구 대연동 217-6,16,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0,40000,,,,,40000,고지서+카드결제+자동이체,,대연3동 주민자치위원회,051-607-6644,35.14507117,129.0958034,N,2026-04-15,3310000,부산광역시 남구
136-1-000012,대흥택시 주변,공영,노상,,부산광역시 남구 대연동 1018,11,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0,40000,,,,,40000,고지서+카드결제+자동이체,,대연3동 주민자치위원회,051-607-6644,35.13150697,129.0981915,N,2026-04-15,3310000,부산광역시 남구
136-1-000005,하이빌 주변,공영,노상,부산광역시 남구 전포대로110번길 26,부산광역시 남구 문현동 603,12,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0,40000,,,,,40000,고지서+카드결제+자동이체,,문현2동 주민자치위원회,051-607-6922,35.14648842,129.0683827,N,2026-04-15,3310000,부산광역시 남구
136-1-001273,신풍상사 주변,공영,노상,부산광역시 남구 자유평화로59번길 71,부산광역시 남구 문현동 738-1,9,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0,40000,,,,,40000,고지서+카드결제+자동이체,,문현2동 주민자치위원회,051-607-6922,35.14464319,129.0660965,N,2026-04-15,3310000,부산광역시 남구
136-1-001052,문현2동 주민센터 윗편,공영,노상,,부산광역시 남구 문현동 552-8,13,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0,40000,,,,,40000,고지서+카드결제+자동이체,,문현2동 주민자치위원회,051-607-6922,35.1449971,129.0693615,N,2026-04-15,3310000,부산광역시 남구
132-2-000002,독도주차장,공영,노외,부산광역시 동구 증산로 100,부산광역시 동구 좌천동 722,42,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,100,10,100,24,2400,52000,현금+카드결제 등,,부산광역시 동구청,051-440-4742,35.13563677,129.0529467,Y,2026-04-16,3270000,부산광역시 동구
132-2-000003,동구공영주차빌딩,공영,노외,부산광역시 동구 중앙대로 196번길 12-12,부산광역시 동구 초량동 1204-9,152,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,300,10,300,24,8000,160000,현금+카드결제 등,,부산광역시 동구청,051-440-4742,35.11352832,129.0401986,N,2026-04-16,3270000,부산광역시 동구
132-2-000004,동구체육공원,공영,노외,부산광역시 동구 수정공원중로 22,부산광역시 동구 수정동 711-4,50,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,100,10,100,24,2400,52000,현금+카드결제 등,,부산광역시 동구청,051-440-4742,35.1323287,129.0385856,Y,2026-04-16,3270000,부산광역시 동구
132-1-000009,중앙대로320번길 제2노상,공영,노상,부산광역시 동구 중앙대로332번길 8,부산광역시 동구 초량동 1154-1,11,1,미시행,평일+토요일+공휴일,08:00,21:00,08:00,21:00,08:00,18:00,유료,10,500,10,500,,,,현금+카드결제 등,,부산광역시 동구청,051-440-4742,35.12524118,129.0465389,N,2026-04-16,3270000,부산광역시 동구
132-1-000010,중앙대로320번길 제3노상,공영,노상,부산광역시 동구 중앙대로332번길 8,부산광역시 동구 초량동 1154-1,14,1,미시행,평일+토요일+공휴일,08:00,21:00,08:00,21:00,08:00,18:00,유료,10,500,10,500,,,,현금+카드결제 등,,부산광역시 동구청,051-440-4742,35.12524118,129.0465389,N,2026-04-16,3270000,부산광역시 동구
132-1-000011,중앙대로236번길 제2노상,공영,노상,부산광역시 동구 중앙대로248번길 14,부산광역시 동구 초량동 1195-1,8,1,미시행,평일+토요일+공휴일,08:00,21:00,08:00,21:00,08:00,18:00,유료,10,500,10,500,,,,현금+카드결제 등,,부산광역시 동구청,051-440-4742,35.11837406,129.0431338,N,2026-04-16,3270000,부산광역시 동구
132-2-000005,범일1동,공영,노외,부산광역시 동구 증산로 154,부산광역시 동구 범일동 1338-11,45,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,100,10,100,24,2400,52000,현금+카드결제 등,,부산광역시 동구청,051-440-4742,35.13947459,129.0532274,Y,2026-04-16,3270000,부산광역시 동구
132-2-000006,범일1동 제3공영,공영,노외,부산광역시 동구 범내로 34,부산광역시 동구 범일동 1511-4,28,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,100,10,100,24,2400,52000,현금+카드결제 등,,부산광역시 동구청,051-440-4742,35.14346251,129.0495404,Y,2026-04-16,3270000,부산광역시 동구
132-2-000007,범일1동 제2공영,공영,노외,부산광역시 동구 범곡서로 21,부산광역시 동구 범일동 1424-7,19,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,100,10,100,24,2400,30000,현금+카드결제 등,,부산광역시 동구청,051-440-4742,35.14051494,129.0516079,N,2026-04-16,3270000,부산광역시 동구
132-1-000001,조방로10번길 제1노상,공영,노상,부산광역시 동구 자성로133번길 15,부산광역시 동구 범일동 830-30,17,1,미시행,평일+토요일+공휴일,08:00,21:00,08:00,21:00,08:00,18:00,유료,10,500,10,500,,,,현금+카드결제 등,,부산광역시 동구청,051-440-4742,35.13827371,129.0640755,Y,2026-04-16,3270000,부산광역시 동구
132-1-000012,중앙대로399번길 제1노상,공영,노상,부산광역시 동구 중앙대로 401,부산광역시 동구 좌천동 682-1,8,2,미시행,평일+토요일+공휴일,08:00,21:00,08:00,21:00,08:00,18:00,유료,10,300,10,300,13,8000,90000,현금+카드결제 등,,부산광역시 동구청,051-440-4742,35.13086132,129.0505627,N,2026-04-16,3270000,부산광역시 동구
132-2-000014,수정산,공영,노외,부산광역시 동구 수정공원로 89,부산광역시 동구 수정동 600-3,97,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,100,10,100,24,2400,52000,현금,,부산광역시 동구청,051-440-4742,35.13294221,129.0404701,Y,2026-04-16,3270000,부산광역시 동구
132-2-000015,고관로 제2공영,공영,노외,부산광역시 동구 성남로 61-2,부산광역시 동구 좌천동 68-595,74,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,300,10,300,24,8000,160000,현금+카드결제 등,,부산광역시 동구청,051-440-4742,35.13130178,129.0558391,Y,2026-04-16,3270000,부산광역시 동구
132-2-000016,고관로 제1공영,공영,노외,부산광역시 동구 성남로 69,부산광역시 동구 좌천동 68-569,21,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,300,10,300,24,8000,160000,현금+카드결제 등,,부산광역시 동구청,051-440-4742,35.13134533,129.0564589,Y,2026-04-16,3270000,부산광역시 동구
132-1-000016,스카이웨이,공영,노상,부산광역시 동구 망양로579번길 7-8,부산광역시 동구 초량동 827-248,55,4,미시행,평일+토요일+공휴일,08:00,21:00,08:00,21:00,08:00,18:00,유료,10,100,10,100,13,2400,30000,현금+카드결제 등,,부산광역시 동구청,051-440-4742,35.12239082,129.0332091,Y,2026-04-16,3270000,부산광역시 동구
132-1-000017,부산진성공원로 제1노상,공영,노상,부산광역시 동구 부산진성공원로 23,부산광역시 동구 범일동 830-29,5,1,미시행,평일+토요일+공휴일,08:00,21:00,08:00,21:00,08:00,18:00,유료,10,500,10,500,,,,현금,,부산광역시 동구청,051-440-4742,35.13771728,129.0624598,N,2026-04-16,3270000,부산광역시 동구
132-1-000006,중앙대로332번길 제2공영,공영,노상,부산광역시 동구 중앙대로332번길 9,부산광역시 동구 초량동 1150-7,9,1,미시행,평일+토요일+공휴일,08:00,21:00,08:00,21:00,08:00,18:00,유료,10,500,10,500,,,,현금+카드결제 등,,부산광역시 동구청,051-440-4742,35.12553427,129.0466866,N,2026-04-16,3270000,부산광역시 동구
132-1-000007,중앙대로236번길 제3노상,공영,노상,부산광역시 동구 중앙대로236번길 7-12,부산광역시 동구 초량동 1195-2,12,1,미시행,평일+토요일+공휴일,08:00,21:00,08:00,21:00,08:00,18:00,유료,10,500,10,500,,,,현금+카드결제 등,,부산광역시 동구청,051-440-4742,35.11845666,129.0429384,N,2026-04-16,3270000,부산광역시 동구
132-2-000026,범일1동 제4공영,공영,노외,부산광역시 동구 범내남로26번길 16,부산광역시 동구 범일동 1438-216,49,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,100,10,100,24,2400,52000,현금+카드결제 등,,부산광역시 동구청,051-440-4742,35.1416543,129.050623,Y,2026-04-16,3270000,부산광역시 동구
132-1-000033,중앙대로260번길제2노상,공영,노상,부산광역시 동구 중앙대로260번길 11,부산광역시 동구 초량동 1167,22,1,미시행,평일+토요일+공휴일,08:00,21:00,08:00,21:00,08:00,18:00,유료,10,500,10,500,,,,현금+카드결제 등,,부산광역시 동구청,051-440-4742,35.12032104,129.0441278,Y,2026-04-16,3270000,부산광역시 동구
132-2-000023,부산진역,공영,노외,부산광역시 동구 중앙대로 380,부산광역시 동구 좌천동 1164-2,38,2,5부제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,300,10,300,24,8000,160000,현금+카드결제 등,,부산광역시 동구청,051-440-4742,35.12845648,129.0490542,Y,2026-04-16,3270000,부산광역시 동구
132-2-000024,초량2동 제2공영,공영,노외,부산광역시 동구 망양로 488,부산광역시 동구 초량동 865-148,34,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,100,10,100,24,2400,52000,현금+카드결제 등,,부산광역시 동구청,051-440-4742,35.11767417,129.0332089,Y,2026-04-16,3270000,부산광역시 동구
132-2-000025,수정2동 제3공영,공영,노외,부산광역시 동구 구청로 8,부산광역시 동구 수정동 822,72,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,300,10,300,24,8000,52000,현금+카드결제 등,,부산광역시 동구청,051-440-4742,35.12895295,129.0446742,Y,2026-04-16,3270000,부산광역시 동구
132-1-000004,구봉로 제1노상,공영,노상,부산광역시 동구 구봉로 19,부산광역시 동구 초량동 1118-1,36,4,미시행,평일+토요일+공휴일,08:00,21:00,08:00,21:00,08:00,18:00,유료,10,100,10,100,13,2400,30000,현금+카드결제 등,,부산광역시 동구청,051-440-4742,35.12220161,129.0378198,Y,2026-04-16,3270000,부산광역시 동구
132-1-000005,수정공원상로 제1노상,공영,노상,부산광역시 동구 수정공원상로20번길 7,부산광역시 동구 수정동 1178-43,20,4,미시행,평일+토요일+공휴일,00:00,23:00,00:00,23:00,00:00,23:00,무료,10,0,10,0,,,,,,부산광역시 동구청,051-440-4742,35.1284546,129.0389585,Y,2026-04-16,3270000,부산광역시 동구
132-2-000001,가구거리,공영,노외,부산광역시 동구 중앙대로 471-10,부산광역시 동구 범일동 183,63,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,300,10,300,24,8000,90000,현금+카드결제 등,,부산광역시 동구청,051-440-4742,35.13613716,129.0553244,Y,2026-04-16,3270000,부산광역시 동구
132-1-000027,범일로90번길 노상,공영,노상,부산광역시 동구 조방로 15,부산광역시 동구 범일동 830-63,16,1,미시행,평일+토요일+공휴일,08:00,18:00,08:00,18:00,08:00,18:00,유료,10,500,10,500,,,,현금+카드결제 등,,부산광역시 동구청,051-440-4742,35.13822332,129.0622617,Y,2026-04-16,3270000,부산광역시 동구
132-1-000028,부산고등학교입구,공영,노상,부산광역시 동구 초량로 36,부산광역시 동구 초량동 667-8,16,2,미시행,평일+토요일+공휴일,08:00,21:00,08:00,21:00,08:00,18:00,유료,10,300,10,300,13,8000,90000,현금+카드결제 등,,부산광역시 동구청,051-440-4742,35.1205107,129.0387329,N,2026-04-16,3270000,부산광역시 동구
132-1-000029,부산진성공원로 제2노상,공영,노상,부산광역시 동구 부산진성공원로 23,부산광역시 동구 범일동 830-29,9,1,미시행,평일+토요일+공휴일,08:00,21:00,08:00,21:00,08:00,18:00,유료,10,500,10,500,,,,현금+카드결제 등,,부산광역시 동구청,051-440-4742,35.13771686,129.0624578,N,2026-04-16,3270000,부산광역시 동구
132-1-000030,조방로10번길 제2노상,공영,노상,부산광역시 동구 자성로133번길 16,부산광역시 동구 범일동 830-31,48,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,500,10,500,,,,현금+카드결제 등,,부산광역시 동구청,051-440-4742,35.13884638,129.065224,Y,2026-04-16,3270000,부산광역시 동구
132-1-000031,중앙대로196번길 노상,공영,노상,부산광역시 동구 중앙대로196번길 12-3,부산광역시 동구 초량동 1203-2,14,1,미시행,평일+토요일+공휴일,08:00,21:00,08:00,21:00,08:00,18:00,유료,10,500,10,500,,,,현금+카드결제 등,,부산광역시 동구청,051-440-4742,35.1139274,129.0407124,N,2026-04-16,3270000,부산광역시 동구
132-1-000032,성남로 제2노상,공영,노상,부산광역시 동구 충장대로 351,부산광역시 동구 좌천동 1116-1,25,2,미시행,평일+토요일+공휴일,08:00,21:00,08:00,21:00,08:00,18:00,유료,10,300,10,300,13,8000,90000,현금+카드결제 등,,부산광역시 동구청,051-440-4742,35.12948701,129.056747,Y,2026-04-16,3270000,부산광역시 동구
132-1-000008,자성로140번길 제1노상,공영,노상,부산광역시 동구 자성로 134,부산광역시 동구 범일동 825-3,30,2,미시행,평일+토요일+공휴일,08:00,21:00,08:00,21:00,08:00,18:00,유료,10,300,10,300,13,8000,90000,현금+카드결제 등,,부산광역시 동구청,051-440-4742,35.1366352,129.065039,Y,2026-04-16,3270000,부산광역시 동구
136-1-000024,제1주거지전용주차장,공영,노상,부산광역시 남구 유엔평화로9번길 53,부산광역시 남구 대연동 1728-3,12,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0,40000,,,,,40000,고지서+카드결제+자동이체,,대연1동 주민자치위원회,051-607-6604,35.13441511,129.0949226,N,2026-04-15,3310000,부산광역시 남구
136-2-002001,솔밭주거지전용주차장,공영,노외,,부산광역시 남구 대연동 1002-1,4,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0,40000,,,,,40000,고지서+카드결제+자동이체,,대연1동 주민자치위원회,051-607-6604,35.13250888,129.0899247,N,2026-04-15,3310000,부산광역시 남구
132-1-000003,자성로 제1노상,공영,노상,부산광역시 동구 자성로 115,부산광역시 동구 범일동 829-16,13,1,미시행,평일+토요일+공휴일,08:00,21:00,08:00,21:00,08:00,18:00,유료,10,500,10,500,,,,현금+카드결제 등,,부산광역시 동구청,051-440-4742,35.13676626,129.0630589,N,2026-04-16,3270000,부산광역시 동구
132-2-000018,좌천동 제1공영,공영,노외,부산광역시 동구 증산로65번길 7,부산광역시 동구 좌천동 808-12,51,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,100,10,100,24,2400,52000,현금+카드결제 등,,부산광역시 동구청,051-440-4742,35.13327668,129.0505487,Y,2026-04-16,3270000,부산광역시 동구
132-2-000019,좌천동 제2공영,공영,노외,부산광역시 동구 증산로8번길 9,부산광역시 동구 좌천동 952-2,49,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,100,10,100,24,2400,52000,현금+카드결제 등,,부산광역시 동구청,051-440-4742,35.13472964,129.0464824,Y,2026-04-16,3270000,부산광역시 동구
132-1-000022,중앙대로260번길 제1노상,공영,노상,부산광역시 동구 중앙대로260번길 3-2,부산광역시 동구 초량동 1168-13,16,1,미시행,평일+토요일+공휴일,08:00,21:00,08:00,21:00,08:00,18:00,유료,10,500,10,500,,,,현금+카드결제 등,,부산광역시 동구청,051-440-4742,35.11991224,129.0431941,N,2026-04-16,3270000,부산광역시 동구
132-2-000020,차이나타운,공영,노외,부산광역시 동구 중앙대로195번길 23,부산광역시 동구 초량동 545-7,62,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,500,10,500,24,15000,240000,현금+카드결제 등,,부산광역시 동구청,051-440-4742,35.1152382,129.0379841,Y,2026-04-16,3270000,부산광역시 동구
132-2-000021,초량2동,공영,노외,부산광역시 동구 영초길247번가길 9-6,부산광역시 동구 초량동 865,46,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,100,10,100,24,2400,52000,현금+카드결제 등,,부산광역시 동구청,051-440-4742,35.11859783,129.0336895,Y,2026-04-16,3270000,부산광역시 동구
132-2-000022,초량6동,공영,노외,부산광역시 동구 고관로141번길 18-4,부산광역시 동구 좌천동 689-94,47,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,100,10,100,24,2400,52000,현금+카드결제 등,,부산광역시 동구청,051-440-4742,35.13134562,129.0485696,Y,2026-04-16,3270000,부산광역시 동구
132-1-000023,조방로16번길 제2노상,공영,노상,부산광역시 동구 조방로 48,부산광역시 동구 범일동 830-24,22,1,미시행,평일+토요일+공휴일,08:00,21:00,08:00,21:00,08:00,18:00,유료,10,500,10,500,,,,현금+카드결제 등,,부산광역시 동구청,051-440-4742,35.1409748,129.0610412,Y,2026-04-16,3270000,부산광역시 동구
132-1-000024,조방로34번길 제2노상,공영,노상,부산광역시 동구 조방로 48,부산광역시 동구 범일동 830-24,17,1,미시행,평일+토요일+공휴일,08:00,21:00,08:00,21:00,08:00,18:00,유료,10,500,10,500,,,,현금+카드결제 등,,부산광역시 동구청,051-440-4742,35.1409748,129.0610412,Y,2026-04-16,3270000,부산광역시 동구
132-1-000025,행복예식장옆,공영,노상,부산광역시 동구 조방로 48,부산광역시 동구 범일동 830-24,10,1,미시행,평일+토요일+공휴일,08:00,21:00,08:00,21:00,08:00,18:00,유료,10,500,10,500,,,,현금+카드결제 등,,부산광역시 동구청,051-440-4742,35.1409748,129.0610412,N,2026-04-16,3270000,부산광역시 동구
132-1-000014,성남로49번길 제1노상,공영,노상,부산광역시 동구 성남로47번길 28-12,부산광역시 동구 좌천동 68-1,30,2,미시행,평일+토요일+공휴일,08:00,21:00,08:00,21:00,08:00,18:00,유료,10,300,10,300,13,8000,90000,현금+카드결제 등,,부산광역시 동구청,051-440-4742,35.1301641,129.0529936,Y,2026-04-16,3270000,부산광역시 동구
